id,timestamp,company_name,lei,position_percent,latest_position_date
38749,2025-07-29 14:25,H & M Hennes & Mauritz AB,529900O5RR7R39FRDM42,4.79,2025-07-28
38750,2025-07-29 14:25,NCAB Group AB (publ),549300RUPCK2N43ES354,2.89,2025-07-28
38751,2025-07-29 14:25,Dometic Group AB (publ),549300STIPMK5VSA7Y59,1.61,2025-07-25
38752,2025-07-29 14:25,BONESUPPORT HOLDING AB,549300COLY053IGTLD63,4.27,2025-07-28
38753,2025-07-29 14:25,SAAB Aktiebolag,549300ZHO4JCQQI13M69,1.9,2025-07-28
38754,2025-07-29 14:40,Sinch AB (publ),549300UXY7QM6IDCGI12,1.23,2025-07-28
38755,2025-07-29 14:40,JM AB,529900X0UEM9DOM6FK12,5.66,2025-07-28
38756,2025-07-29 14:40,Cibus Nordic Real Estate AB (publ),549300PW36MFK96GCR23,3.46,2025-07-28
38757,2025-07-29 14:54,MilDef Group AB,9845009F7Q0D56B38270,4.33,2025-07-28
38758,2025-07-29 14:54,Dometic Group AB (publ),549300STIPMK5VSA7Y59,1.51,2025-07-25
38759,2025-07-29 14:54,Done.ai Group AB,549300HN4ITSR6ZSAO17,0.3,2025-07-28
38760,2025-07-29 14:54,AAC Clyde Space AB,549300XQ7MZYAEFJLX90,0.63,2025-07-28
38761,2025-07-29 14:54,Minesto AB,529900U9GE0JYU3PUP93,0.2,2025-07-28
38762,2025-07-29 14:54,2cureX AB,549300SFOL75WIYF2O80,0.35,2025-07-28
38763,2025-07-29 14:54,Alligator Bioscience AB,549300E15VI0MB7LXV19,0.5,2025-07-28
38764,2025-07-29 15:30,Intrum AB,549300UNCO2FCUWXX470,3.67,2025-07-28
38765,2025-07-29 19:41,Truecaller AB,549300TEYF1FA5G5GK26,4.81,2025-07-28
38766,2025-07-29 20:37,Soltech Energy Sweden AB (publ),549300RFE1X384DWQW10,0.1,2025-07-29
38767,2025-07-29 22:37,Diös Fastigheter AB,549300G3VF7LZQ9IW435,1.1,2025-07-29
38768,2025-07-29 22:57,HANZA AB,549300X0C14ZL28N1L09,0.27,2025-06-02
38769,2025-07-29 22:57,Oncopeptides AB,549300J9WWQ5CBYQ1M77,0.73,2025-07-29
38770,2025-07-30 03:38,Boliden AB,21380059QU7IM1ONDJ56,4.08,2025-07-29
38771,2025-07-30 06:44,SAAB Aktiebolag,549300ZHO4JCQQI13M69,1.91,2025-07-29
38772,2025-07-30 06:44,Hexatronic Group AB,2138001VSY1B4U9JLM82,13.96,2025-07-28
38773,2025-07-30 08:45,NIBE Industrier AB,549300ZQH0FIF1P0MX67,6.11,2025-07-30
38774,2025-07-30 08:45,Cereno Scientific AB,549300VX8KTMYDS6NM84,0.82,2025-07-29
38775,2025-07-30 08:45,NP3 Fastigheter AB,549300MGVITW8GYJHZ50,0.78,2025-07-30
38776,2025-07-30 09:12,Telefonaktiebolaget LM Ericsson,549300W9JLPW15XIFM52,2.59,2025-07-29
38777,2025-07-30 09:59,Hexatronic Group AB,2138001VSY1B4U9JLM82,13.91,2025-07-29
38778,2025-07-30 09:59,BONESUPPORT HOLDING AB,549300COLY053IGTLD63,4.25,2025-07-29
38779,2025-07-30 09:59,Investor Aktiebolag,549300VEBQPHRZBKUX38,0.29,2025-07-29
38780,2025-07-30 09:59,Aktiebolaget SKF,549300B6HWYEE57O8J84,4.3,2025-07-29
38781,2025-07-30 09:59,Lindab International AB,54930085MH6IRQ1JP227,2.23,2025-07-29
38782,2025-07-30 10:10,Munters Group AB,549300KYCB37YAVUV523,2.41,2025-07-28
38783,2025-07-30 10:10,Beijer Ref AB (publ),549300PZZEUVH08H4G75,3.7,2025-07-29
38784,2025-07-30 10:10,Oncopeptides AB,549300J9WWQ5CBYQ1M77,0.63,2025-07-29
38785,2025-07-30 10:10,Biovica International AB,549300VADE1VRR555N78,1.86,2025-07-29
38786,2025-07-30 10:29,Actic Group AB,549300HI1JEY110HXM08,0.47,2025-07-29
38787,2025-07-30 10:29,Cibus Nordic Real Estate AB (publ),549300PW36MFK96GCR23,3.56,2025-07-29
38788,2025-07-30 10:29,Xvivo Perfusion Aktiebolag,549300G2464FYLS14B41,7.07,2025-07-29
38789,2025-07-30 10:35,Tobii AB,54930045LD4XTJCBGS35,1.83,2025-07-29
38790,2025-07-30 10:35,MedCap AB (publ),549300NGO5XAJ6TL8719,0.58,2025-07-29
38791,2025-07-30 10:58,Better Collective A/S,2549001EPXH6NK7I2R78,5.86,2025-07-29
38792,2025-07-30 10:58,Xvivo Perfusion Aktiebolag,549300G2464FYLS14B41,6.9,2025-07-29
38793,2025-07-30 10:58,Storytel AB (publ),549300I1FSPPI9HHU419,1.31,2025-07-29
38794,2025-07-30 10:58,Tobii AB,54930045LD4XTJCBGS35,1.92,2025-07-29
38795,2025-07-30 10:58,AAC Clyde Space AB,549300XQ7MZYAEFJLX90,0.57,2025-07-29
38796,2025-07-30 10:58,GomSpace Group AB,213800ES6SHKK5QTN734,0.56,2025-07-29
38797,2025-07-30 11:12,Truecaller AB,549300TEYF1FA5G5GK26,4.88,2025-07-29
38798,2025-07-30 11:12,Aktiebolaget SKF,549300B6HWYEE57O8J84,4.43,2025-07-29
38799,2025-07-30 11:12,Mips AB,549300LZSA4S0L54VQ25,5.5,2025-07-29
38800,2025-07-30 11:31,Dometic Group AB (publ),549300STIPMK5VSA7Y59,1.61,2025-07-29
38801,2025-07-30 11:45,Castellum Aktiebolag,549300GU5OHTR1T5IY68,7.55,2025-07-29
38802,2025-07-30 12:00,NIBE Industrier AB,549300ZQH0FIF1P0MX67,6.12,2025-07-30
38803,2025-07-30 12:00,INVISIO AB,54930054EB7KX3MY2Q11,2.44,2025-07-29
38804,2025-07-30 12:00,Tobii AB,54930045LD4XTJCBGS35,2.07,2025-07-29
38805,2025-07-30 12:00,Oncopeptides AB,549300J9WWQ5CBYQ1M77,0.51,2025-07-29
38806,2025-07-30 12:00,Coor Service Management Holding AB,529900TMO6717OKBSU69,1.03,2025-07-29
38807,2025-07-30 12:00,Axfood AB,549300QIXCZWZLHE8L05,2.21,2025-07-29
38808,2025-07-30 12:00,Hufvudstaden AB,213800UEV5ZAFFVQ4J85,2.2,2025-07-29
38809,2025-07-30 12:00,Intrum AB,549300UNCO2FCUWXX470,3.74,2025-07-29
38810,2025-07-30 12:00,Alleima AB,529900EBHTYGLA6PGP77,3.58,2025-07-29
38811,2025-07-30 12:00,Storytel AB (publ),549300I1FSPPI9HHU419,1.21,2025-07-29
38812,2025-07-30 12:12,Svenska Cellulosa Aktiebolaget SCA,549300FW5JDRV1IJ0M67,3.65,2025-07-29
38813,2025-07-30 12:12,Net Insight AB,549300BMCT8IT2CFDH63,1.28,2025-07-29
38814,2025-07-30 12:12,Intrum AB,549300UNCO2FCUWXX470,3.62,2025-07-29
38815,2025-07-30 12:12,Dustin Group AB,549300C3IRYAOWOT0783,2.64,2025-07-29
38816,2025-07-30 13:00,Truecaller AB,549300TEYF1FA5G5GK26,5.0,2025-07-29
38817,2025-07-30 13:00,Xvivo Perfusion Aktiebolag,549300G2464FYLS14B41,7.19,2025-07-29
38818,2025-07-30 13:00,Apotea Sverige AB,636700XU8GQ8ZL4RNM17,0.48,2025-07-23
38819,2025-07-30 13:15,AFRY AB,549300Q87LKPPD4X9R30,2.18,2025-07-29
38820,2025-07-30 13:15,Sedana Medical AB (publ),549300FQ3NJRI56LCX32,2.78,2025-07-29
38821,2025-07-30 13:15,Tobii AB,54930045LD4XTJCBGS35,1.95,2025-07-29
38822,2025-07-30 13:24,Aktiebolaget Electrolux,549300Y3HHZB1ZGFPJ93,10.55,2025-07-28
38823,2025-07-30 13:24,Storytel AB (publ),549300I1FSPPI9HHU419,1.3,2025-07-29
38824,2025-07-30 14:15,Cint Group AB (publ),549300KSY3P5G8XC0A34,2.48,2025-07-29
38825,2025-07-30 14:15,Atrium Ljungberg AB,5493001NNP6HM67OVU09,1.1,2025-07-29
38826,2025-07-30 14:15,2cureX AB,549300SFOL75WIYF2O80,0.29,2025-07-29
38827,2025-07-30 14:15,MEKO AB,529900R809HC1RFRQA91,0.56,2025-07-29
38828,2025-07-30 14:15,G5 Entertainment AB (publ),549300K7QJ1N1FEG2X81,0.96,2025-07-29
38829,2025-07-30 14:19,Inwido AB (publ),529900A9NKQW5UTHBG13,1.03,2025-07-29
38830,2025-07-30 14:19,Storytel AB (publ),549300I1FSPPI9HHU419,1.42,2025-07-29
38831,2025-07-30 15:00,Tobii AB,54930045LD4XTJCBGS35,1.94,2025-07-29
38832,2025-07-30 15:00,Hexatronic Group AB,2138001VSY1B4U9JLM82,13.89,2025-07-29
38833,2025-07-30 15:00,Castellum Aktiebolag,549300GU5OHTR1T5IY68,7.51,2025-07-29
38834,2025-07-30 15:00,ZinZino Holding AB,549300Z20D1BP4MA0040,0.89,2025-07-29
38835,2025-07-30 15:00,Samhällsbyggnadsbolaget i Norden AB,549300HX9MRFY47AH564,12.6,2025-07-29
38836,2025-07-30 15:02,NP3 Fastigheter AB,549300MGVITW8GYJHZ50,0.89,2025-07-30
38837,2025-07-30 15:25,Intrum AB,549300UNCO2FCUWXX470,3.69,2025-07-29
38838,2025-07-30 15:25,Elekta AB (publ),54930044O54BK617EP80,7.84,2025-07-30
38839,2025-07-30 15:40,Impact Coatings AB (publ),549300FYU5MJQU32ZU47,0.12,2025-06-26
38840,2025-07-30 17:38,Tobii AB,54930045LD4XTJCBGS35,2.07,2025-07-30
38841,2025-07-30 18:22,Electrolux Professional AB (publ),254900KI62Q46ZWD8084,1.82,2025-07-30
38842,2025-07-30 18:22,Instalco AB,549300DZ9ONT2AXY4029,3.63,2025-07-30
38843,2025-07-30 19:03,Instalco AB,549300DZ9ONT2AXY4029,3.52,2025-07-30
38844,2025-07-30 21:15,Saniona AB,549300XO4L9XNOCFCZ84,0.1,2025-07-30
38845,2025-07-30 21:15,Soltech Energy Sweden AB (publ),549300RFE1X384DWQW10,0.19,2025-07-30
38846,2025-07-30 22:34,Bulten AB,549300HUR75YN61F4108,0.52,2025-07-30
38847,2025-07-30 23:02,Dustin Group AB,549300C3IRYAOWOT0783,2.73,2025-07-30
38848,2025-07-30 23:13,Aktiebolaget SKF,549300B6HWYEE57O8J84,4.55,2025-07-30
38849,2025-07-31 01:10,MilDef Group AB,9845009F7Q0D56B38270,4.44,2025-07-30
38850,2025-07-31 01:10,Boozt AB,549300HOEUKTVLRKQQ57,4.02,2025-07-30
38851,2025-07-31 05:07,Samhällsbyggnadsbolaget i Norden AB,549300HX9MRFY47AH564,12.69,2025-07-30
38852,2025-07-31 06:07,Boliden AB,21380059QU7IM1ONDJ56,4.18,2025-07-30
38853,2025-07-31 09:13,Alleima AB,529900EBHTYGLA6PGP77,3.69,2025-07-30
38854,2025-07-31 09:13,Vitec Software Group AB (publ),5493005EB5RV1QHE6H94,7.03,2025-07-30
38855,2025-07-31 09:13,MilDef Group AB,9845009F7Q0D56B38270,4.61,2025-07-30
38856,2025-07-31 09:13,Cereno Scientific AB,549300VX8KTMYDS6NM84,0.83,2025-07-30
38857,2025-07-31 10:17,Svenska Cellulosa Aktiebolaget SCA,549300FW5JDRV1IJ0M67,3.75,2025-07-30
38858,2025-07-31 10:32,Truecaller AB,549300TEYF1FA5G5GK26,5.13,2025-07-30
38859,2025-07-31 10:32,Storskogen Group AB (publ),549300DL3K4HLJ41KD24,0.86,2025-07-30
38860,2025-07-31 10:32,SSAB AB,529900329VS14ZIML164,3.73,2025-07-30
38861,2025-07-31 10:45,Svenska Cellulosa Aktiebolaget SCA,549300FW5JDRV1IJ0M67,3.56,2025-07-30
38862,2025-07-31 10:45,Tobii AB,54930045LD4XTJCBGS35,2.16,2025-07-30
38863,2025-07-31 10:45,Essity Aktiebolag (publ),549300G8E6YUVJ1DA153,2.03,2025-07-25
38864,2025-07-31 11:04,Aktiebolaget SKF,549300B6HWYEE57O8J84,4.66,2025-07-30
38865,2025-07-31 11:04,Aktiebolaget Electrolux,549300Y3HHZB1ZGFPJ93,10.43,2025-07-30
38866,2025-07-31 11:18,H & M Hennes & Mauritz AB,529900O5RR7R39FRDM42,4.89,2025-07-30
38867,2025-07-31 11:18,MEKO AB,529900R809HC1RFRQA91,0.5,2025-07-30
38868,2025-07-31 11:18,Svenska Handelsbanken AB,NHBDILHZTYCNBV5UYZ31,2.35,2025-07-30
38869,2025-07-31 11:18,Tobii AB,54930045LD4XTJCBGS35,2.1,2025-07-30
38870,2025-07-31 11:18,SSAB AB,529900329VS14ZIML164,3.59,2025-07-30
38871,2025-07-31 11:18,GomSpace Group AB,213800ES6SHKK5QTN734,0.46,2025-07-28
38872,2025-07-31 11:28,BONESUPPORT HOLDING AB,549300COLY053IGTLD63,4.24,2025-07-30
38873,2025-07-31 11:28,Storytel AB (publ),549300I1FSPPI9HHU419,1.29,2025-07-29
38874,2025-07-31 11:28,Nobia AB,529900MZ8Y3QGPDF6815,2.56,2025-07-30
38875,2025-07-31 11:28,Swedencare AB (publ),549300FZT7YIF6SWX789,1.58,2025-07-30
38876,2025-07-31 11:28,AAC Clyde Space AB,549300XQ7MZYAEFJLX90,0.47,2025-07-30
38877,2025-07-31 11:44,Aktiebolaget Electrolux,549300Y3HHZB1ZGFPJ93,10.6,2025-07-30
38878,2025-07-31 11:44,JM AB,529900X0UEM9DOM6FK12,5.76,2025-07-30
38879,2025-07-31 11:44,Stillfront Group AB (publ),529900SYKCO4GYBTIJ54,1.53,2025-07-24
38880,2025-07-31 12:18,Xvivo Perfusion Aktiebolag,549300G2464FYLS14B41,7.07,2025-07-30
38881,2025-07-31 12:18,Castellum Aktiebolag,549300GU5OHTR1T5IY68,7.5,2025-07-30
38882,2025-07-31 12:18,Aktiebolaget SKF,549300B6HWYEE57O8J84,4.7,2025-07-30
38883,2025-07-31 12:18,Intrum AB,549300UNCO2FCUWXX470,3.79,2025-07-30
38884,2025-07-31 12:34,BioArctic AB,549300Y0OI2WVUNHLC33,4.07,2025-07-30
38885,2025-07-31 12:34,Aktiebolaget Electrolux,549300Y3HHZB1ZGFPJ93,10.66,2025-07-30
38886,2025-07-31 12:34,MilDef Group AB,9845009F7Q0D56B38270,4.59,2025-07-30
38887,2025-07-31 12:34,Securitas AB,635400TTYKE8EIWDS617,4.47,2025-07-30
38888,2025-07-31 12:38,INVISIO AB,54930054EB7KX3MY2Q11,2.43,2025-07-30
38889,2025-07-31 12:38,Aktiebolaget Volvo,549300HGV012CNC8JD22,1.2,2025-07-30
38890,2025-07-31 12:38,JM AB,529900X0UEM9DOM6FK12,5.74,2025-07-30
38891,2025-07-31 12:38,Boule Diagnostics AB,213800IK1TGY858TKZ45,0.1,2025-07-30
38892,2025-07-31 12:38,Telia Company AB,213800FSR9RNDUOTXO25,1.43,2025-07-30
38893,2025-07-31 13:03,ASSA ABLOY AB,549300YECS8HKCIMMB67,0.47,2025-07-30
38894,2025-07-31 13:03,Truecaller AB,549300TEYF1FA5G5GK26,5.25,2025-07-30
38895,2025-07-31 13:03,Hexatronic Group AB,2138001VSY1B4U9JLM82,13.84,2025-07-30
38896,2025-07-31 13:03,Evolution AB (publ),549300SUH6ZR1RF6TA88,3.78,2025-07-30
38897,2025-07-31 13:03,Hansa Biopharma AB,549300LLEO25ZJJ3NT91,3.98,2025-07-30
38898,2025-07-31 13:19,Loomis AB,213800NS2XXVRYS7WP40,0.33,2020-07-13
38899,2025-07-31 13:19,Catena AB,549300EMLM7AH5LDLY65,3.98,2025-07-30
38900,2025-07-31 13:19,Aktiebolaget SKF,549300B6HWYEE57O8J84,4.79,2025-07-30
38901,2025-07-31 13:19,New Wave Group AB,5493006EIYZZYQILKS31,2.32,2025-07-28
38902,2025-07-31 13:32,Sdiptech AB (publ),549300JBO7VTEGMRW310,4.8,2025-07-30
38903,2025-07-31 13:32,Svenska Cellulosa Aktiebolaget SCA,549300FW5JDRV1IJ0M67,3.66,2025-07-30
38904,2025-07-31 13:32,NIBE Industrier AB,549300ZQH0FIF1P0MX67,6.02,2025-07-30
38905,2025-07-31 13:32,Hexatronic Group AB,2138001VSY1B4U9JLM82,13.74,2025-07-30
38906,2025-07-31 13:48,Truecaller AB,549300TEYF1FA5G5GK26,5.6,2025-07-31
38907,2025-07-31 13:48,NIBE Industrier AB,549300ZQH0FIF1P0MX67,5.92,2025-07-30
38908,2025-07-31 13:56,Freemelt Holding AB (publ),549300H8OR0SJ7WUDC61,0.1,2025-07-30
38909,2025-07-31 13:56,Xvivo Perfusion Aktiebolag,549300G2464FYLS14B41,7.32,2025-07-30
38910,2025-07-31 13:56,Oncopeptides AB,549300J9WWQ5CBYQ1M77,0.6,2025-07-30
38911,2025-07-31 13:56,Done.ai Group AB,549300HN4ITSR6ZSAO17,0.29,2025-07-30
38912,2025-07-31 14:17,Samhällsbyggnadsbolaget i Norden AB,549300HX9MRFY47AH564,12.8,2025-07-30
38913,2025-07-31 14:17,MilDef Group AB,9845009F7Q0D56B38270,4.66,2025-07-30
38914,2025-07-31 14:17,JM AB,529900X0UEM9DOM6FK12,5.73,2025-07-30
38915,2025-07-31 14:17,Munters Group AB,549300KYCB37YAVUV523,2.51,2025-07-30
38916,2025-07-31 14:34,Corem Property Group AB,213800CHXQQD7TSS1T59,2.16,2025-07-30
38917,2025-07-31 14:34,Cibus Nordic Real Estate AB (publ),549300PW36MFK96GCR23,3.66,2025-07-30
38918,2025-07-31 14:34,KlaraBo Sverige AB,5493001FIOIXOKMHG857,0.41,2025-07-30
38919,2025-07-31 14:34,Vitec Software Group AB (publ),5493005EB5RV1QHE6H94,7.11,2025-07-30
38920,2025-07-31 14:50,Sinch AB (publ),549300UXY7QM6IDCGI12,1.33,2025-07-30
38921,2025-07-31 15:20,Oncopeptides AB,549300J9WWQ5CBYQ1M77,0.66,2025-07-30
38922,2025-07-31 15:20,Tobii AB,54930045LD4XTJCBGS35,2.4,2025-07-30
38923,2025-07-31 15:29,Storytel AB (publ),549300I1FSPPI9HHU419,1.36,2025-07-30
38924,2025-07-31 15:29,Vimian Group AB,549300OQ8R5TCAP0BS18,1.31,2025-07-30
38925,2025-07-31 18:05,Elekta AB (publ),54930044O54BK617EP80,7.92,2025-07-31
38926,2025-07-31 18:47,Sdiptech AB (publ),549300JBO7VTEGMRW310,4.63,2025-07-31
38927,2025-07-31 21:56,Sinch AB (publ),549300UXY7QM6IDCGI12,1.51,2025-07-31
38928,2025-07-31 22:44,Soltech Energy Sweden AB (publ),549300RFE1X384DWQW10,0.2,2025-07-31
38929,2025-07-31 23:17,Hexatronic Group AB,2138001VSY1B4U9JLM82,13.35,2025-07-30
38930,2025-07-31 23:17,Tobii AB,54930045LD4XTJCBGS35,2.01,2025-07-30
38931,2025-07-31 23:38,ZinZino Holding AB,549300Z20D1BP4MA0040,0.7,2025-07-22
38932,2025-07-31 23:38,Dustin Group AB,549300C3IRYAOWOT0783,2.53,2025-07-30
38933,2025-07-31 23:38,Aktiebolaget Electrolux,549300Y3HHZB1ZGFPJ93,10.37,2025-07-30
38934,2025-07-31 23:38,Castellum Aktiebolag,549300GU5OHTR1T5IY68,7.21,2025-07-30
38935,2025-07-31 23:38,NP3 Fastigheter AB,549300MGVITW8GYJHZ50,0.78,2025-07-30
38936,2025-07-31 23:38,Embracer Group AB,549300RFXXKT652HB549,5.79,2025-07-28
38937,2025-07-31 23:53,Alfa Laval AB,549300UCKT2UK88AG251,0.64,2025-07-31
38938,2025-07-31 23:53,Sedana Medical AB (publ),549300FQ3NJRI56LCX32,2.66,2025-07-29
38939,2025-07-31 23:53,Svenska Handelsbanken AB,NHBDILHZTYCNBV5UYZ31,2.21,2025-07-30
38940,2025-07-31 23:53,Mips AB,549300LZSA4S0L54VQ25,5.32,2025-07-29
38941,2025-07-31 23:53,Avanza Bank Holding AB,549300MBWR5H8SIJLE03,4.77,2025-07-24
38942,2025-07-31 23:53,GomSpace Group AB,213800ES6SHKK5QTN734,0.3,2025-07-28
38943,2025-08-01 00:08,BHG Group AB,549300ZLCWL2QTO3HR86,0.82,2025-07-22
38944,2025-08-01 00:08,BioArctic AB,549300Y0OI2WVUNHLC33,3.88,2025-07-30
38945,2025-08-01 00:08,Cibus Nordic Real Estate AB (publ),549300PW36MFK96GCR23,3.56,2025-07-30
38946,2025-08-01 00:08,Skanska AB,549300UINV5RINHGMG07,1.18,2025-07-24
38947,2025-08-01 00:08,Thule Group AB,549300XHHOGBOERKU333,2.99,2025-07-23
38948,2025-08-01 00:21,JM AB,529900X0UEM9DOM6FK12,5.56,2025-07-30
38949,2025-08-01 00:21,Tobii AB,54930045LD4XTJCBGS35,2.25,2025-07-31
38950,2025-08-01 00:21,Boozt AB,549300HOEUKTVLRKQQ57,3.92,2025-07-30
38951,2025-08-01 00:21,INVISIO AB,54930054EB7KX3MY2Q11,2.33,2025-07-30
38952,2025-08-01 00:21,Scandic Hotels Group AB,529900JY9ZBGUXGRKQ86,1.09,2025-07-23
38953,2025-08-01 00:21,INTERNATIONAL PETROLEUM CORPORATION,54930025D80LU0SMR645,1.39,2025-07-28
38954,2025-08-01 00:29,Sinch AB (publ),549300UXY7QM6IDCGI12,1.41,2025-07-31
38955,2025-08-01 00:29,Swedencare AB (publ),549300FZT7YIF6SWX789,1.48,2025-07-30
38956,2025-08-01 00:29,Corem Property Group AB,213800CHXQQD7TSS1T59,2.06,2025-07-30
38957,2025-08-01 01:47,Samhällsbyggnadsbolaget i Norden AB,549300HX9MRFY47AH564,12.91,2025-07-31
38958,2025-08-01 05:15,Truecaller AB,549300TEYF1FA5G5GK26,5.7,2025-07-31
38959,2025-08-01 05:15,Bergman & Beving Aktiebolag,549300RC0HUZSJYJO751,0.49,2025-07-31
38960,2025-08-01 05:37,Vicore Pharma Holding AB,549300KTNBPTZLF01130,0.46,2025-07-31
38961,2025-08-01 09:04,Bravida Holding AB,549300H88IJGPNNL3T61,1.7,2025-07-31
38962,2025-08-01 09:16,MilDef Group AB,9845009F7Q0D56B38270,4.74,2025-07-31
38963,2025-08-01 09:27,Axfood AB,549300QIXCZWZLHE8L05,2.03,2025-07-29
38964,2025-08-01 09:51,JM AB,529900X0UEM9DOM6FK12,5.67,2025-07-31
38965,2025-08-01 10:07,Aktiebolaget SKF,549300B6HWYEE57O8J84,4.9,2025-07-31
38966,2025-08-01 10:07,Vitec Software Group AB (publ),5493005EB5RV1QHE6H94,7.07,2025-07-31
38967,2025-08-01 10:07,Boozt AB,549300HOEUKTVLRKQQ57,4.01,2025-07-31
38968,2025-08-01 10:22,BHG Group AB,549300ZLCWL2QTO3HR86,0.69,2025-07-22
38969,2025-08-01 10:22,Elekta AB (publ),54930044O54BK617EP80,8.0,2025-07-31
38970,2025-08-01 10:22,Samhällsbyggnadsbolaget i Norden AB,549300HX9MRFY47AH564,12.69,2025-07-31
38971,2025-08-01 10:39,Nobia AB,529900MZ8Y3QGPDF6815,2.55,2025-07-31
38972,2025-08-01 10:39,Bravida Holding AB,549300H88IJGPNNL3T61,1.81,2025-07-31
38973,2025-08-01 10:39,Essity Aktiebolag (publ),549300G8E6YUVJ1DA153,1.99,2025-07-31
38974,2025-08-01 10:39,Fasadgruppen Group AB (publ),549300E24LG2Z7KCFQ23,2.3,2025-07-31
38975,2025-08-01 10:39,Camurus AB,5493003S6Z6VI7WYFQ06,2.15,2025-07-31
38976,2025-08-01 10:39,Knowit Aktiebolag (publ),549300CM6KSG2GY3HV62,1.44,2025-07-25
38977,2025-08-01 10:39,H & M Hennes & Mauritz AB,529900O5RR7R39FRDM42,4.79,2025-07-28
38978,2025-08-01 10:43,Swedencare AB (publ),549300FZT7YIF6SWX789,1.49,2025-07-31
38979,2025-08-01 11:07,Addnode Group Aktiebolag (publ),213800CQXEA3W1YWXZ31,0.93,2025-07-31
38980,2025-08-01 11:07,Tobii AB,54930045LD4XTJCBGS35,2.11,2025-07-31
38981,2025-08-01 11:07,JM AB,529900X0UEM9DOM6FK12,5.48,2025-07-31
38982,2025-08-01 11:07,Boozt AB,549300HOEUKTVLRKQQ57,4.11,2025-07-31
38983,2025-08-01 11:07,Munters Group AB,549300KYCB37YAVUV523,2.41,2025-07-28
38984,2025-08-01 11:07,AAC Clyde Space AB,549300XQ7MZYAEFJLX90,0.29,2025-07-28
38985,2025-08-01 11:11,Cint Group AB (publ),549300KSY3P5G8XC0A34,2.37,2025-07-29
38986,2025-08-01 11:40,Castellum Aktiebolag,549300GU5OHTR1T5IY68,7.2,2025-07-31
38987,2025-08-01 11:40,MilDef Group AB,9845009F7Q0D56B38270,4.7,2025-07-31
38988,2025-08-01 11:40,Xvivo Perfusion Aktiebolag,549300G2464FYLS14B41,7.41,2025-07-31
38989,2025-08-01 11:40,Essity Aktiebolag (publ),549300G8E6YUVJ1DA153,1.9,2025-07-31
38990,2025-08-01 11:52,Essity Aktiebolag (publ),549300G8E6YUVJ1DA153,1.8,2025-07-31
38991,2025-08-01 11:52,Cibus Nordic Real Estate AB (publ),549300PW36MFK96GCR23,3.66,2025-07-31
38992,2025-08-01 11:52,Svenska Cellulosa Aktiebolaget SCA,549300FW5JDRV1IJ0M67,3.76,2025-07-31
38993,2025-08-01 11:52,Nolato Aktiebolag,213800T7T7I7WAOX8Y72,0.29,2025-07-31
38994,2025-08-01 12:10,Dometic Group AB (publ),549300STIPMK5VSA7Y59,1.75,2025-07-31
38995,2025-08-01 12:10,MilDef Group AB,9845009F7Q0D56B38270,4.75,2025-07-31
38996,2025-08-01 12:10,Alfa Laval AB,549300UCKT2UK88AG251,0.74,2025-07-31
38997,2025-08-01 12:10,Aktiebolaget SKF,549300B6HWYEE57O8J84,5.08,2025-07-31
38998,2025-08-01 12:25,Modern Times Group MTG AB,549300E8NDODRSX29339,0.49,2025-07-31
38999,2025-08-01 12:25,Neobo Fastigheter AB (publ),213800QBPS3L89U9TZ44,0.45,2025-07-31
39000,2025-08-01 12:25,Billerud Aktiebolag (publ),549300YJUYJ9A24RXL71,2.12,2025-07-24
39001,2025-08-01 12:34,Holmen Aktiebolag,52990080SH3454F0QE68,2.15,2025-07-18
39002,2025-08-01 12:34,Axfood AB,549300QIXCZWZLHE8L05,2.11,2025-07-31
39003,2025-08-01 12:34,Net Insight AB,549300BMCT8IT2CFDH63,1.32,2025-07-31
39004,2025-08-01 12:55,Tobii AB,54930045LD4XTJCBGS35,2.48,2025-07-31
39005,2025-08-01 12:55,Hexatronic Group AB,2138001VSY1B4U9JLM82,13.74,2025-07-31
39006,2025-08-01 13:10,ZinZino Holding AB,549300Z20D1BP4MA0040,0.85,2025-07-31
39007,2025-08-01 13:10,Embracer Group AB,549300RFXXKT652HB549,6.0,2025-07-31
39008,2025-08-01 13:10,Sedana Medical AB (publ),549300FQ3NJRI56LCX32,2.81,2025-07-31
39009,2025-08-01 13:10,Aktiebolaget Electrolux,549300Y3HHZB1ZGFPJ93,10.62,2025-07-31
39010,2025-08-01 13:10,Dustin Group AB,549300C3IRYAOWOT0783,2.77,2025-07-31
39011,2025-08-01 13:25,Thule Group AB,549300XHHOGBOERKU333,3.11,2025-07-31
39012,2025-08-01 13:25,Truecaller AB,549300TEYF1FA5G5GK26,5.77,2025-07-31
39013,2025-08-01 13:25,NP3 Fastigheter AB,549300MGVITW8GYJHZ50,0.88,2025-07-31
39014,2025-08-01 13:25,Castellum Aktiebolag,549300GU5OHTR1T5IY68,7.4,2025-07-31
39015,2025-08-01 13:25,Mips AB,549300LZSA4S0L54VQ25,5.48,2025-07-31
39016,2025-08-01 13:25,Avanza Bank Holding AB,549300MBWR5H8SIJLE03,4.9,2025-07-31
39017,2025-08-01 13:41,BioArctic AB,549300Y0OI2WVUNHLC33,4.02,2025-07-31
39018,2025-08-01 13:41,BHG Group AB,549300ZLCWL2QTO3HR86,0.83,2025-07-31
